title,sub-title,ref,new_price,reserved_status,geo
Audemars Piguet,TOPAZ & DIAMOND PENDANT,APTOPAZ41124,3700,,Москва
No name,DIAMOND RING,N8B6D8M1,2340,,Москва
Garrard,DIAMOND RING,GARRARD,2250,,Москва
Maximilian,DIAMOND EARRINGS 7.24 СТ,CS69352,18500,,Москва
No name,С БРИЛЛИАНТОМ 2.69 СТ FANCY LIGHT YELLOW/VS2,2.69 СТ FANCY LIGHT YELLOW/VS2,15000,,Москва
Ювелирные украшения,DIAMOND BRACELET 9.01 СТ,66.07-12134BR,10735,,Москва
Chaumet,CLASS-ONE GARNET RING,Chaumet,1850,,Москва
Ювелирные украшения,DIAMOND BRACELET 6.70 СТ,14.19-MBR,6380,,Москва
Van Cleef & Arpels,"ROSE DE NOËL CLIP PENDANT, SMALL MODEL",VCARD30300,12940,,Москва
Graff,LAURENCE GRAFF SIGNATURE BAND,RGR447,1950,,Москва
No name,С РУБИНАМИ И БРИЛЛИАНТАМИ,R&DNNJewelry,2780,,Москва
No name,С БРИЛЛИАНТАМИ,Jewelry,1750,,Ташкент
Pasquale Bruni,AMORE RING,PB,2010,,Москва
Ювелирные украшения,SKULL CROSS PENDANT,JewelrySkull,9500,,Москва
Tiffany & Co,KEY PENDANT,T&Co,2150,,Ташкент
RalfDiamonds,RUBY 7.41 СТ & DIAMOND 4.63 СТ EARRINGS,RD0719141124,9000,,Москва
RalfDiamonds,AMETHYST 29.87 CT & DIAMOND 1.07 CT RING,RD29.87CT11,13600,,Москва
RalfDiamonds,"DIAMOND RING, 9.06 CT",RD9.06ct,7040,,Москва
DeRosa,CLASSIC DIAMOND RING 3.01 CT H/SI1,R407340,44140,,Москва
RalfDiamonds,DIAMOND 1.52 CT & SAPPHIRE 3.41 CT RING,RD1.52/3.14,3965,,Москва
Ювелирные украшения,DIAMOND FLOWER CLIP - PENDANT,DIAMOND FLOWER CLIP 031124,9000,,Москва
Ювелирные украшения,DIAMOND SET,3416Jewelry,6143,,Москва
Ювелирные украшения,DIAMOND SET 9.79 CT,Jewelry112410,6550,,Москва
No name,С КОРАЛЛАМИ И БРИЛЛИАНТАМИ,Jewelry,1881,,Ташкент
Bvlgari,FEDI RING,328361,750,,Москва
Damiani,MIMOSA SAPPHIRE & DIAMOND RING,3101АL,5130,,Москва
Pasquale Bruni,SUN RAY TOPAZ & DIAMOND SET. LARGE SIZE,PB,12000,,Москва
Leo Pizzo,DIAMOND & SAPPHIRE PENDANT,Leo Pizzo,5225,,Москва
Chaumet,CLASS-ONE SMOKY QUARTZ & DIAMONDS SET,Chaumet,5050,,Москва
Cartier,VENDÔME LOUIS CARTIER WEDDING RING (SIZE 56),B4052900-56,3590,,Москва
Chaumet,LIEN DIAMOND RING,Chaumet,1857,,Москва
No name,С БРИЛЛИАНТАМИ,8749357,990,,Москва
Ювелирные украшения,КОМПЛЕКТ С САПФИРАМИ И БРИЛЛИАНТАМИ,Prima Exclusive,6055,,Москва
Pasquale Bruni,FIORI DIAMOND PENDANT,13207R,3920,,Москва
RalfDiamonds,DIAMOND & SAPPHIRE RING,RDef/vvs,4950,Зарезервировано,
RalfDiamonds,MULTI COLOR GEMSTONES COCTAIL RING,RDmulticolor,7400,,Москва
Casato,DIAMOND EARRINGS,Casato,2877,,Москва
Chopard,HAPPY DIAMONDS PENDANT,797758,2310,,Москва
Tiffany & Co,FLOWER PENDANT,T&Co,2350,,Москва
Chopard,HAPPY DIAMONDS PENDANT,79/6570-20,2999,,Ташкент
Pasquale Bruni,DIAMOND RING,PB,10850,,Москва
DeRosa,CLASSIC SAPPHIRE 5.23 CT & DIAMOND RING,R453576,18500,,Москва
RalfDiamonds,ETERNITY DIAMOND RING 4.59 CT,4.59 CT,10550,,Москва
Cartier,DIAMOND HOOP EARRINGS,Cartier,14610,,Москва
Dior,MITZA RING,DIOR,6550,,Москва
No name,"С БРИЛЛИАНТАМИ, САПФИРАМИ И РУБИНАМИ",MAXIM V,7110,,Москва
Pomellato,GRIFFE DIAMOND & LAGRE IOLITE RING,Pomellato,5050,,Москва
Ювелирные украшения,КОМПЛЕКТ С САПФИРАМИ И БРИЛЛИАНТАМИ,NNJewelryS&D,6878,,Москва
RalfDiamonds,DIAMOND SET 35.67 CT,35.67 СТ,35000,,Москва
No name,С БРИЛЛИАНТАМИ 3.00 СТ,3.00 СТ,4100,,Москва
No name,С БРИЛЛИАНТОМ 1.60 СТ М/VS2 И САПФИРАМИ,1.60 СТ М/VS2.,4960,,Москва
Crivelli,DIAMOND EARRINGS 5.80 СТ,5.80 СТ,6960,,Москва
RalfDiamonds,DIAMOND RING 1.54 СТ,RD1.54CT,2200,,Москва
RalfDiamonds,DIAMOND EARRINGS 103.10 СТ,103.10 СТ,43500,,Москва
Ювелирные украшения,SAPPHIRE BRACELET,23.58-16.5BR,9500,,Москва
DeRosa,ETERNITY RUBY RING 5.86 CT,R330586,5400,,Ташкент
Ювелирные украшения,DIAMOND BRACELET 4.65 СТ,25.41-19BR,8050,,Москва
Chopard,HAPPY SPIRIT HEART PENDANT,79/5647,5650,,Москва
Stefan Hafner,DIAMOND NECKLACE 2.71 CT,SH,6849,,Москва
RalfDiamonds,"КОМПЛЕКТ С БРИЛЛИАНТАМИ  8,40 CT",RD021124,8150,,Москва
Chopard,HAPPY HEARTS TOURQUOSE NECKLACE,817482-5401,11400,,Москва
Bvlgari,DIVAS’ DREAM EARRINGS,354194,6732,,Москва
Bvlgari,PARENTESI COCTAIL NECKLACE,Bvlgari7609213,6320,,Москва
No name,С БРИЛЛИАНТАМИ И РУБИНАМИ,2flowers-rubies,7500,,Москва
Pasquale Bruni,GHIRLANDA AMETHYST & QUARTZ EARRINGS,PB GHIRLANDA AMETHYST & QUARTZ EARRINGS,10900,,Москва
Chaumet,"ATTRAPE-MOI SI TU M'AIMES, GARNET RING",081422,5000,,Санкт-Петербург
Carrera y Carrera,GARZAS PENDANT,DA13555 010101,5730,,Москва
Carrera y Carrera,GARZAS EARRINGS,CyC,8590,,Москва
No name,С САПФИРАМИ 5.33 СТ И БРИЛЛИАНТАМИ,5.33 СТ,6440,,Москва
RalfDiamonds,RUBY BRACELET 9.17 CTS,65RUBY4685,46500,,Москва
Boucheron,"AVA EARRINGS, DIAMONDS 0.73 E/VVS2 - 0.73 E/VVS2",Boucheron,11300,,Москва
Pasquale Bruni,BON TON RING,14509R,2780,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТАМИ 3.10 СТ FANCY YELLOW/VS,NNFY3.10CT1211,26000,,Москва
Chopard,CHOPARDISSIMO RINGS SET,827940-1117/827940-1109,3150,,Москва
Ювелирные украшения,"КОМПЛЕКТ С БРИЛЛИАНТАМИ, ЛИМОННЫМ КВАРЦЕМ И ГРАНАТАМИ",nnset2511,25000,,Москва
Pasquale Bruni,SISSI RING,13844R,3920,,Ташкент
Messika,GLAM'AZONE 2 ROWS RING,6173,2750,,Москва
Pomellato,CITRINE RING,Pomellato,2050,,Москва
Pasquale Bruni,FLORAL DIAMOND PAVE RING,PB,6500,,Москва
RalfDiamonds,КОЛЬЕ С БРИЛЛИАНТАМИ 2.05 СТ,2.05 СТ,6720,,Москва
Verdi Jewellery,БРАСЛЕТ С САПФИРАМИ 21.63 CT,А55Н,16875,,Москва
Pasquale Bruni,GHIRLANDA DIAMOND & QUARTZ EARRINGS,13836BN,8139,,Москва
Ювелирные украшения,"КУЛОН С БРИЛЛИАНТАМИ 1.74 СТ, ТУМАЛИНАМИ 2.70 СТ И ЦИТРИНАМИ 1.60 СТ",0054Jewelry,4500,,Москва
Ювелирные украшения,КОЛЬЕ С БРИЛЛИАНТАМИ 10.08 СТ И САПФИРАМИ 5.03 СТ,Jewelry 10.08/5.03,15500,,Москва
Roberto Coin,КОЛЬЦО С БРИЛЛИАНТАМИ,RC,3350,,Ташкент
Chopard,RUBY & DIAMOND RING,Chopard,5257,,Москва
Casato,TAI MEE RUBY & DIAMOND SET,CH253BT/W574RB/ORX582BT,14750,,Москва
No name,С ИЗУМРУДОМ 7.80 СТ И БРИЛЛИАНТАМИ 2.41 СТ,Em 7.80 СТ/ D 2.41 CT,17600,,Москва
Pasquale Bruni,GHIRLANDA AMETHYST & QUARTZ NECKLACE,PB,12300,,Москва
Chopard,DIAMOND EARRINGS 6.43 CT,84/4277/0,16735,,Москва
RalfDiamonds,"PINK SAPPHIRES 17.28 CT AND DIAMONDS BRACELET, WHITE GOLD",17.28 CT,12500,,Москва
Pasquale Bruni,PETIT GARDEN BRACELET,16220B,8545,,Москва
Jewellery Theatre,STRAWBERRY RING,0 190 YBF 13G,3200,,Москва
RalfDiamonds,"OPAL, DIAMONDS & EMERALDS NECKLACE",RDwhiteopalescence,65000,,Москва
No name,С БРИЛЛИАНТОМ 1.00 CT F/VVS2,1.00 CT F/VVS2,7500,,Москва
Pasquale Bruni,FIORI DIAMOND RING,PB,2155,,Москва
Ювелирные украшения,КОМПЛЕКТ С БРИЛЛИАНТАМИ И САФИРАМИ,2910638,7600,,Москва
RalfDiamonds,MULTI COLOR GEMSTONES COCTAIL RING,LIMITED EDITIONS,9890,,Москва
RalfDiamonds,КОЛЬЦО С ТАНЗАНИТОМ 22.3 СТ,RDR22.30CT,19500,,Москва
No name,КОЛЬЦО MERCURY С САПФИРОМ 5.00 СТ И БРИЛЛИАНТАМИ 1.00 СТ,MR27123WS,31500,,Москва
Chopard,CHARM BRACELET,856217-0001,9090,,Москва
RalfDiamonds,КОЛЬЦО С ЦИТРИНОМ 5.70 СТ И БРИЛЛИАНТАМИ 2.01 СТ,RD5.70/2.01,4155,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТАМИ 4.35 СТ И САПФИРОМ 5.27 СТ VIVID BLUE,vividblue-62,33500,,Москва
Ювелирные украшения,MULTI COLOR GEMSTONES - BRACELET,55.38-18BR,6350,,Москва
Pasquale Bruni,"GIARDINI SEGRETI EARRINGS, MEDIUM FLOWER",15215B,24500,,Москва
Pasquale Bruni,BON TON CLASSIC RING,13457R,5500,,Москва
Pasquale Bruni,AMORE TOPAZ & DIAMOND RING,PB,8950,,Москва
Stefan Hafner,CORSET DIAMOND SET,SH,11670,,Москва
Pasquale Bruni,SENSUAL TOUCH RING,15578В,10450,,Москва
Magerit,DIAMOND & SAPPHIRE RING,76305,1980,,Москва
Piaget,POSSESSION DIAMOND NECKLACE,PIAGET,5845,,Москва
Chopard,HAPPY HEARTS SAUTOIR NECKLACE,817482-1001,6905,,Москва
Chopard,LA STRADA EARRINGS,84/6435-1002,5900,,Москва
Damiani,DIAMOND NECKLACE,DAMIANI,6570,,Москва
Crivelli,KEY PENDANT,Crivelli,5550,,Москва
Jacob & Co,LARGE ROSE GOLD RUBY SAFETY PIN BROOCH,J&Co,4365,,Ташкент
Pasquale Bruni,PETIT GARDEN RING,15375B,2940,,Москва
Pasquale Bruni,SENSUAL TOUCH RING,15579R,7100,,Москва
Pasquale Bruni,PETIT GARDEN RING,16115R,3800,,Москва
Pasquale Bruni,"PETIT GARDEN RING, MEDIUM FLOWER",15376R,4300,,Москва
Jacob & Co,"DIAMOND BANGLE 14.90 CT, YELLOW GOLD",J&Co,17200,,Москва
Pasquale Bruni,"FIGLIA DEI FIORI RING, 3 FLOWERS",15953R,3780,,Москва
Pasquale Bruni,PETIT GARDEN RING,15374R,2257,,Москва
Pasquale Bruni,PETIT JOLI RING,16325R,1534,,Ташкент
Pasquale Bruni,JOLI BRACELET,15944R,8050,,Москва
Pasquale Bruni,GIARDINI SEGRETI SAUTOIR,16199B,23360,,Москва
Pasquale Bruni,"PETIT GARDEN NECKLACE, SMALL FLOWER",15367R,2762,,Москва
Pasquale Bruni,BON TON DOLCE VITA EARRINGS,16262R,9335,,Москва
RalfDiamonds,"DIAMOND SET, WHITE GOLD",RD7431,24700,,Москва
No name,С БРИЛЛИАНТАМИ И РУБИНАМИ,D&R112413,7530,,Москва
Roberto Coin,PETAL DIAMOND RING,RC,6400,,Москва
No name,С ТАНЗАНИТОМ 4.85 СТ И БРИЛЛИАНТАМИ 1.25 СТ,R1.25CT,7490,,Москва
Ювелирные украшения,БРАСЛЕТ С БРИЛЛИАНТАМИ (NEW),59.99-MBR,9370,,Москва
RalfDiamonds,DIAMOND CROSS PENDANT 4.20 CT,4.20 СТ,18830,,Москва
Chopard,"ANIMAL WORLD, KANGAROO PENDANT",797739-1001,3220,,Москва
No name,С БРИЛЛИАНТАМИ,B9C0D,1420,,Москва
Pomellato,DODO HEART CHARM PENDANT,Pomellato,3999,,Москва
Ювелирные украшения,FLOWER DIAMOND BRACELET,69.50-18br,10330,,Москва
RalfDiamonds,FULL FINGER DIAMOND RING,9.09 СТ,11850,,Москва
No name,С БРИЛЛИАНТОМ 2.61 CT FANCY YELLOW/VS1,2.61 CT FY/VS1,23500,,Москва
RalfDiamonds,DIAMOND & RUBY KEY,R&DPRD,8400,,Москва
No name,С БРИЛЛИАНТАМИ 1.25 СТ,1.02 СТ,2335,,Москва
Chopard,HAPPY DIAMONDS. HAPPY HEARTS PENDANT,797222-1002,14700,,Москва
Wempe,DIAMOND RING,1.97 CT,3900,,Москва
Carrera y Carrera,AQUA RING,DA10532,3239,,Москва
RalfDiamonds,"DIAMOND SET, 17.02 CT",RD17.02CT,24350,,Москва
RalfDiamonds,DIAMOND FLOWER RING 6.74 CT,RDflower6.74ct,9300,,Москва
Piaget,FOUNTAIN DIAMOND RING,G34U3653,11600,,Москва
No name,С БРИЛЛИАНТАМИ 3.98 СТ,3.98 СТ,4995,,Москва
Ювелирные украшения,КОМПЛЕКТ С БРИЛЛИАНТАМИ,0597Jewelry,7950,,Москва
No name,С БРИЛЛИАНТОМ 4.53 СТ VERY LIGHT YELLOW/VS1,4.53 СТ VLY/VS1,32500,,Москва
No name,С БРИЛЛИАНТАМИ 1.07 СТ,1.07 СТ,3275,,Москва
Piaget,MISS PROTOCOLE PENDANT,G33J1400,9578,,Москва
Chopard,IMPERIALE COCTAIL SAUTOIR,819392-1002,10100,,Москва
Chopard,CHOPARDISSIMO RING,826580-1207,5200,,Москва
Ювелирные украшения,КРЕСТ С БРИЛЛИАНТАМИ 1.90 СТ,1.90 СТ,6560,,Москва
Cartier,C DE CARTIER WEDDING BAND (SIZE 62),B4054000-62,1200,,Москва
Ювелирные украшения,MULTI COLOR GEMSTONES & DIAMONDS SET,10223Jewelry,9850,,Москва
Chopard,"DIAMOND SET, YELLOW GOLD",Chopard,10770,,Москва
Ювелирные украшения,КУЛОН С БРИЛЛИАНТАМИ И РУБИНАМИ,0886Jewelry,6880,,Москва
Chopard,HAPPY DIAMONDS BANGLE,85A085-1903,12070,,Москва
Cartier,YELLOW GOLD LINK BRACELET (SIZE 24.5),CR281024-24.5,6980,,Москва
Ювелирные украшения,"КОМПЛЕКТ С БРИЛЛИАНТАМИ, КОРАЛЛОМ И ОНИКСОМ",5062489,4880,,Москва
Ювелирные украшения,КОМПЛЕКТ С БРИЛЛИАНТАМИ,111024Jewelry,6800,,Москва
Chopard,HAPPY SPIRIT PENDANT,79/5418-20,3350,,Москва
No name,С ИЗУМРУДОМ 14.54 CT,14.54 CT,45000,,Москва
No name,С РУБИНАМИ  3.18 CT - 2.95 CT,3.18 CT - 2.95 CT,28500,,Москва
RalfDiamonds,КОЛЬЕ С САПФИРАМИ И БРИЛЛИАНТАМИ,RalfDiamonds,23000,,Москва
Chopard,COPACABANA NECKLACE,816890-1001,12700,,Москва
Arte Diore,КОМПЛЕКТ С БРИЛЛИАНТАМИ И РУБИНАМИ,ARTE  DIORE,7300,,Москва
Damiani,GOMITOLO BRACELET,DAMIANI,15300,,Москва
RalfDiamonds,КОЛЬЦО С САПФИРАМИ И БРИЛЛИАНТАМИ,20.5 CT,16500,,Москва
No name,"СЕРЬГИ С РУБИНАМИ И БРИЛЛИАНТАМИ, YELLOW GOLD",leaves with rubies,7400,,Москва
RalfDiamonds,КОЛЬЦО RALFDIAMONDS С РУБИНОМ 2.7 CT,2.7 CT,21500,,Москва
No name,С АКВАМАРИНОМ 15.22 CT,15.22 CT,11700,,Москва
Tiffany & Co,"ETOILE DIAMOND RING, YELLOW GOLD, PLATINUM",T&Co8390475,2635,,Москва
Ювелирные украшения,"БРАСЛЕТ С БРИЛЛИАНТАМИ, 0.1",8.51-17br,2850,,Москва
Boucheron,SERPENT DIAMOND HOOP EARRINGS,boucheron earrings,16500,,Санкт-Петербург
Pasquale Bruni,SISSI RING CITRINE STONE 63.01 CT,63.00 CT,7500,,Санкт-Петербург
No name,С РУБИНОМ 3.54 СТ И БРИЛЛИАНТАМИ,RUBY 3.54 CT,48500,,Москва
Chopard,HAPPY DIAMONDS NECKLACE,79/6448,6300,,Москва
Roberto Coin,AMETHYST SET,ROBERTO COIN,12500,,Москва
No name,С БРИЛЛИАНТОМ 2.01 CT FY/VVS2,2.01 CT FY/VVS2,19500,,Москва
Chopard,HAPPY DIAMONDS SET,845654-0001 79/5654/0,12500,,Москва
No name,СЕРЬГИ С ИЗУМРУДАМИ 3.15 CT - 3.00 CT,3.15 CT - 3.00 CT,9300,,Москва
RalfDiamonds,КОМПЛЕКТ С БРИЛЛИАНТАМИ 10.23 СТ,RD10.23CT,11350,,Москва
Damiani,СЕРЬГИ С БРИЛЛИАНТАМИ,DAMIANI,9400,,Москва
Ювелирные украшения,КОМПЛЕКТ С САПФИРАМИ И БРИЛЛИАНТАМИ,nn set d-286991,33500,,Москва
Bvlgari,ALLEGRA COLOR CORIANDOLI COLLECTION NECKLACE,BVLGARI,5800,,Санкт-Петербург
Damiani,ANIMA AQUAMARIN BANGLE,damiani,8800,,Москва
Yanush Gioielli,СЕРЬГИ С ЖАДЕИТАМИ И ТУРМАЛИНАМИ,YE50291PJA,17500,,Москва
Ювелирные украшения,КОМПЛЕКТ С ИЗУМРУДАМИ И БРИЛЛИАНТАМИ,6.96 JEW SET,16300,,Москва
Ювелирные украшения,КУЛОН С БРИЛЛИАНТОМ 2.86 CТ J/VS1,2.86 CТ J/VS1,19090,,Москва
RalfDiamonds,КОЛЬЦО С РУБИНАМИ И БРИЛЛИАНТАМИ,RD5.76CT1311,12700,,Москва
Crivelli,AMETHYST & DIAMOND EARRINGS,307-VE9175,3330,,Москва
RalfDiamonds,КОМПЛЕКТ С БРИЛЛИАНТАМИ 10.81 СТ,RD1325,9900,,Москва
No name,БРАСЛЕТ С БРИЛЛИАНТАМИ 11.75 СТ,11.75 СТ,14750,,Москва
Tiffany & Co,WEDDING BANDS,T&Co,1790,,Москва
Ювелирные украшения,КОМПЛЕКТ С БРИЛЛИАНТАМИ,11Jewelry24,5250,,Москва
No name,С ИЗУМРУДОМ 2.40 CT COLOMBIA,2.40 CT,9950,,Москва
Verdi Jewellery,СЕРЬГИ С РУБИНАМИ,A27L,25500,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТОВЫМ ПАВЕ СЕРДЦЕ (SIZE 56),heartbrb-56,5700,,Москва
Ювелирные украшения,SAPPHIRE & DIAMOND BROOCH,Jewelry SAPPHIRE & DIAMOND BROOCH,5020,,Москва
RalfDiamonds,КОЛЬЦО С БРИЛЛИАНТАМИ,RalfDiamonds,11000,,Москва
Verdi Jewellery,DIAMOND BRACELET,VERDI,24000,,Москва
Bvlgari,SOLITAIRE DIAMOND RING 0.33 CT F/VS1,0.33 CT,3350,,Москва
No name,DIAMOND BRACELET,6.16 СТ,10510,,Москва
Ювелирные украшения,КУЛОН С БРИЛЛИАНТАМИ 0.93 СТ,NN0.93СТ290344,3850,,Москва
No name,С БРИЛЛИАНТОМ 1.41 CT FANCY BROWNISH GREENISH YELLOW/SI2,1.41 CT FANCY BROWNISH GREENISH YELLOW/SI2,16500,,Москва
No name,С САПФИРОМ 5.87 CT И БРИЛЛИАНТАМИ 2.01 СТ,5.87 CT,43500,,Москва
No name,РУБИН 1.17 CT PIGEON BLOOD,1.17 CT PIGEON BLOOD,17500,,Москва
Pasquale Bruni,GHIRLANDA NECKLACE,15167В,10450,,Москва
Pasquale Bruni,PETIT GARDEN NECKLACE,16163BN,9500,,Москва
Ювелирные украшения,DIAMOND NECKLACE 26.15 СТ,Jewelry 206445,15300,,Москва
Ювелирные украшения,КУЛОН С САПФИРОМ 8.22 СТ И БРИЛЛИАНТОМ 1.06 СТ,Sp.8.22 CT/ D.1.06,29500,,Москва
No name,С БРИЛЛИАНТАМИ 2.03 СТ F/VS1-2.00 CT G/SI1,2.03 СТ F/VS1-2.00 CT G/SI1,41200,,Москва
Ювелирные украшения,БРАСЛЕТ С БРИЛЛИАНТАМИ 34.73 СТ,34.73 СТ,39600,,Москва
Ювелирные украшения,КОМПЛЕКТ С БРИЛЛИАНТАМИ И САПФИРАМИ,0008Jewelry,8000,,Москва
Damiani,CUORE MIO RUBY RING,20069407,1273,,Москва
Ювелирные украшения,КОМПЛЕКТ С РУБИНАМИ И БРИЛЛИАНТАМИ,ЮУ 08/8-22,4850,,Москва
Ювелирные украшения,КОМПЛЕКТ С БРИЛЛИАНТАМИ 5.24 СТ,5.24 СТ,20500,,Москва
No name,С БРИЛЛИАНТОМ 4.04 CT G/VS1,4.04 CT G/VS1,90000,,Москва
Yanush Gioielli,СЕРЬГИ С БРИЛЛИАНТАМИ,YE50383W,Цена по запросу,,Москва
Cartier,"LOVE RING, WHITE GOLD (SIZE 60)",B4085100-60,2150,,Москва
Pasquale Bruni,4LOVE RING,РВ,6800,,Москва
RalfDiamonds,КОЛЬЦО С ТУРМАЛИНОМ 3.83 СТ,RD3.83CT,4100,,Москва
Pasquale Bruni,BON TON DIAMOND RING,PB,3050,,Москва
Ювелирные украшения,"DIAMOND BRACELET, YELLOW GOLD",MARCO BICEGO,6910,,Москва
Roberto Coin,КОЛЬЦО С БРИЛЛИАНТОМ 1.00 СТ H/VVS2,1.00 CT H/VVS2,7500,,Санкт-Петербург
Ювелирные украшения,КОЛЬЕ С БРИЛЛИАНТАМИ  9.65 CT,9.65 CT,14000,,Санкт-Петербург
Tiffany & Co,"CIRCLET DIAMOND RING, PLATINUM",T&Co,5390,,Москва
No name,КОЛЬЦО С САПФИРАМИ 3.30 CT,3.30 CT,2300,,Санкт-Петербург
No name,С БРИЛЛИАНТАМИ,WAGNER,1727,,Москва
No name,DIAMOND RING 1.05 CT  THEO FENNELL,THEO FENNELL V5W6X,3120,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТАМИ И САПФИРАМИ WHITE GOLD,Jewelry,6950,,Москва
Jacob & Co,DIAMOND BALL RING,J&Co,10000,,Москва
Pasquale Bruni,PETIT SECRET RING,15474B,6100,,Москва
Van Cleef & Arpels,FRIVOLE CHOKER NECKLACE,Van Cleef & Arpels,17200,,Москва
Ювелирные украшения,MULTI COLOR GEMSTONES BRACELET,72.78-MBR,10850,,Москва
Ювелирные украшения,КОЛЬЕ С АМЕТИСТОМ 24.0 СТ И БРИЛЛИАНТАМИ,Jewelry 24.0 am,12500,,Москва
Crivelli,КОМПЛЕКТ С БРИЛЛИАНТАМИ,Crivelli,6400,,Москва
De Grisogono,ALLEGRA BRACELET,45701/01,2424,,Москва
Messika,"BORN TO BE WILD COLLECTION, WILD MOON DIAMOND RING",07424-WG,17130,,Москва
No name,ETERNITY DIAMOND RING 5.64 CT,5.64 СТ,18550,,Москва
Van Cleef & Arpels,"SOCRATE EARRINGS, 3 FLOWERS",VCARB14300,17900,,Москва
Cartier,"AMULETTE DE CARTIER RING, DIAMOND PAVE (SIZE 55)",CR-241029-55,7890,,Москва
De Grisogono,MISTERO RING,51291/09,6400,,Москва
No name,С БРИЛЛИПНТОМ 2.02 CT G/VS2 И ИЗУМРУДОМ  2.85 CT STRONG SIGHTLY BLUISH GREEN,2.85 CT STRONG SIGHTLY BLUISH GREEN - 2.02 CT G/VS2,27000,,Москва
No name,КОЛЬЦО SALVADORI С БРИЛЛИАНТОМ 1.00 СТ FANCY YELLOW/VS1,1.00 CT FY/VS1,7960,,Москва
Chopard,"CHOPARDISSIMO RING, PINK GOLD, DIAMONDS",826580-5210,5400,,Москва
Chopard,"LA SRTADA RING, YELLOW GOLD, DIAMONDS",829402-0110,5850,,Москва
Verdi Jewellery,БРАСЛЕТ С БРИЛЛИАНТАМИ,KA763(PU4577),14700,,Москва
Verdi Jewellery,БРАСЛЕТ С БРИЛЛИАНТАМИ,PU4582,15500,,Москва
Verdi Jewellery,БРАСЛЕТ С БРИЛЛИАНТАМИ 6.80 CT,A92F,17500,,Москва
Verdi Jewellery,"БРАСЛЕТ С БРИЛЛИАНТАМИ 8,38 CT",A22G,24300,,Москва
Verdi Jewellery,БРАСЛЕТ С БРИЛЛИАНТАМИ 9.94 CT,A24G,28200,,Москва
Verdi Jewellery,"БРАСЛЕТ С БРИЛЛИАНТАМИ 11,20 CT",A25F,28300,,Москва
Verdi Jewellery,SAPPHIRES AND DIAMOND NECKLACE,KA732,28500,,Москва
Verdi Jewellery,"FLOWER PENDANT, YELLOW SAPPHIRE & DIAMONDS",A33H,11800,,Москва
Verdi Jewellery,"FLOWER PENDANT, PINK SAPPHIRE & DIAMONDS",VERDI JEWELLERY,11100,,Москва
Verdi Jewellery,КОЛЬЕ С ЦВЕТНЫМИ САПФИРАМИ 36.54 CT,(A77B)/(A66C),16500,,Москва
Ювелирные украшения,КОМПЛЕКТ С АМЕТИСТАМИ,0058Jewelry,8500,,Москва
No name,"СЕРЬГИ С РУБИНАМИ И БРИЛЛИАНТАМИ, YELLOW AND BLACK GOLD",2black-and-gold,9890,,Москва
No name,С РУБИНОМ 2.81 CT,2.81 CT,6900,,Москва
RalfDiamonds,MULTI COLOR GEMSTONES SET,009RD,12400,,Москва
Chaumet,SPIDER NET RING,LU69193262,6500,,Санкт-Петербург
Verdi Jewellery,СЕРЬГИ С БРИЛЛИАНТАМИ И САПФИРАМИ,A78F,32000,,Москва
No name,С БРИЛЛИАНТОМ 2.38 CT F.I.Y/VS1,2.38 CT F.I.Y/VS1,32000,,Москва
Piaget,"POSSESSION RING, 1 DIAMOND",134592,3250,,Москва
Cartier,L'AFFRANCHIE RING,cartier,7500,,Санкт-Петербург
Ювелирные украшения,С РУБИНАМИ 15 СТ И БРИЛЛИАНТАМИ 9.96 СТ,008121211,21800,,Москва
Verdi Jewellery,БРАСЛЕТ С БРИЛЛИАНТАМИ 15.66 CT,A24F,43900,,Санкт-Петербург
Boucheron,QUATRE CLASSIQUE RING,JRG00290,3690,,Москва
Van Cleef & Arpels,"PERLÉE CLOVERS RING, LARGE MODEL",VCA,13950,,Москва
Verdi Jewellery,"СЕРЬГИ С РУБИНАМИ 14,72 CT",A05L,17800,,Москва
Van Cleef & Arpels,BOUTONNIERE WHITE GOLD&DIAMOND PENDANT,355340,5950,,Санкт-Петербург
Ювелирные украшения,DIAMOND ANGEL NECKLACE THEO FENNEL,TF661,12000,,Москва
Verdi Jewellery,СЕРЬГИ С САПФИРАМИ 2.39 СТ И БРИЛЛИАНТАМИ 0.26 СТ,A03L,7100,,Москва
Verdi Jewellery,КОЛЬЦО С САПФИРОМ 4.02 CT И БРИЛЛИАНТАМИ 4.13 СТ,A39L,25000,,Москва
No name,КОЛЬЦО С БРИЛЛИАНТАМИ FANCY BROWN PINK,fancybrownpink-52,12200,,Москва
Crivelli,КОЛЬЦО С БРИЛЛИАНТАМИ 5.05 СТ,5.05 СТ,8790,,Москва
RalfDiamonds,БРАСЛЕТ С САПФИРАМИ 49.00 СТ И БРИЛЛИАНТАМИ 19.35 СТ,RDB,30000,Зарезервировано,
Cartier,"MAILLON PANTHÈRE RING, FULL DIAMOND-PAVED ROWS (SIZE 56)",B4095300-56,9000,,Москва
Yvel,БРОШЬ С ЖЕМЧУГОМ,BR-10-FLOW3W,28500,,Москва
Verdi Jewellery,БРАСЛЕТ С РУБИНАМИ,A61F,27900,,Москва
